"","PC1","PC2","PC3","PC4","PC5","PC6"
"alp1",0.0322390771327263,1.80769818386991,-1.43343279910135,-0.598115138964925,0.190401525073241,-0.112033680806297
"alp2",-0.450537307027515,1.95486934966354,-0.995423679995244,0.218645502230785,-0.24357202916018,0.0034444280902041
"alp3",0.0737246933844917,1.79034683110079,-1.50217026889347,0.136580913647209,1.15128298447403,0.0173894420765743
"alp4",-0.76860013044505,1.30896845725794,-0.244945925389154,0.964023585487491,0.164918798574283,-0.179417269183688
"alp5",-0.710077491337973,1.56837274466675,-0.389727726571618,0.628462612354438,0.709231944732538,0.00267256854376196
"alp6",0.125745335106401,2.04619906166605,0.0303527809330894,-1.65283361558007,0.754727180675699,-0.125598762661777
"alp7",-0.66667033625525,1.80685306834686,0.0439802931436064,0.699157700984738,-0.577793111025838,-0.0159683556773254
"alp8",0.173767525883244,1.90726469049867,-0.282888241650413,-0.957529340470684,0.313093733632707,-0.0699646686577637
"alp9",-0.362319728236991,1.76893257785803,-1.15143386669285,0.320216999795529,0.380255756755751,-0.207375934269891
"alp10",-0.376763036442822,2.03422794067134,-0.670521390835244,-0.110247637692293,-1.08185300879762,0.0132917276722336
"alp11",-0.383699805557112,1.4947661088469,2.81023633708978,-1.45312313128121,0.74497486482788,0.106102671234906
"alp12",-0.601522761405663,1.71887674357632,-0.254301077626342,0.566273511798338,-0.083303979750636,-0.175693117342518
"alp13",0.505074444437987,1.9474760860079,-1.43258953222039,-1.40911165167704,0.293745465670532,0.00502427484235417
"alp14",-0.841918873820177,1.262618062061,1.66099910357726,0.00309653318338205,0.776908470168079,0.25771015216089
"alp15",-0.395383292255055,1.58403068930662,-0.337760528580877,1.03872148935109,0.933968600107936,0.0789211976731979
"alp16",-0.416236810526317,1.76026689889979,-0.797247558097199,0.921324998197819,0.0300573988562963,-0.0204209274499903
"alp17",-0.340702318456871,1.70075400801941,0.518941900995279,-0.200539340575657,0.595082846619324,-0.171315221605402
"alp18",-1.13384602632562,1.82772086012904,0.768093890219747,0.45069117105289,-1.08497535703506,-0.053571660776698
"alp19",-1.51528940028647,1.34530161513847,0.961086176558273,1.51598216444602,0.227627071777337,-0.198153507541751
"alp20",-0.46078227753664,1.38569804278991,1.17013591329738,0.5782749575701,2.33701183045768,0.101537505954346
"alp21",-0.358893210281364,1.77879928304904,-1.47278620027399,1.16479819459776,-0.433393149122459,0.220009707846727
"alp22",-1.61706377109431,1.31591324083928,0.448536195038698,2.43025980070709,-0.288166926374792,0.0295596395037494
"alp23",-0.561031344815022,1.766300776185,1.43438385234189,-1.15847521939027,-0.146161406990991,0.0807637444774008
"alp24",-0.510656397246475,1.97162438340801,-0.224705178571269,-0.602762235527135,-0.547011802245719,0.202799920707742
