"","PC1","PC2","PC3","PC4","PC5","PC6"
"alp1",0.230436511493429,0.0486132701495398,-1.69771036458207,-1.01054851431775,-0.737203189000227,0.720975808486025
"alp2",0.246846211224243,0.428861187194643,-0.752674247820428,-0.960780343767918,0.619209459565109,-0.254837736060456
"alp3",1.31921791966359,1.54158209529814,-0.880287632470391,-0.066560531438456,0.232782744023492,-0.608853312840927
"alp4",-1.8290661880325,-0.383111294520515,-0.650950902797437,-1.13426162111831,-1.57307154151833,0.172385529905054
"alp5",-0.355949143607193,1.70564424619027,0.293984325433035,-0.940420063877009,-0.0769288752210542,0.329774642683219
"alp6",2.72256301164443,-0.0507396103206589,0.149412010924291,-0.738850146913844,-0.390210173011038,0.429841920296166
"alp7",-0.349586289476723,-1.44174837444252,-0.373224887283491,-0.25697009390173,0.440724096011105,-1.19331626959002
"alp8",1.47293601471541,-1.40806696172152,-0.860371761300307,0.15072475507489,-0.263069525773141,-0.32748460292209
"alp9",0.54878653203517,0.767304131555267,-0.834051991868973,-1.62285326231703,-0.887739632421108,-0.359523950449724
"alp10",-0.25413401603565,-1.65110823362791,-1.33763240463849,-0.52181304059369,0.72179967343874,-0.339955121908649
"alp11",0.475407571918901,-2.37063070078991,1.87308913169966,1.41927788418123,-0.199426787452621,1.04496754141857
"alp12",-0.00189668170952628,-0.623573568996354,-0.409540948046836,-1.12597614234971,-0.666939711135299,-0.817679524147224
"alp13",1.02927793394314,-0.697891100202208,-2.03798265026386,0.1116910846693,-0.116338727973525,0.764632639153338
"alp14",-1.60729642237737,0.0344188101465966,1.50528154700054,1.00487901567948,0.440756405832984,1.50792569772912
"alp15",0.350362202474743,0.55047443889498,0.0348591910094403,0.639909856370784,0.523640969753171,-1.46122609409675
"alp16",0.0370663115053994,-0.369748299175018,-0.840264386244262,-0.155950955282708,0.31038654347946,-1.45336139844049
"alp17",1.15975100433355,-0.855324762645868,0.336223365633584,-0.480449316175953,-0.871878962995589,-0.673595105019462
"alp18",-0.960007223584941,-1.29540467520561,0.433196319455393,-1.31886801406521,0.282899966269877,-0.0970458606488628
"alp19",-1.42810546973718,0.871842428169673,1.49087345993122,-2.07370740841237,-1.15649757252596,-0.0778136618614778
"alp20",1.61697031716998,1.68528955646864,2.19362459906976,1.13499654520403,0.222987494177297,-1.07940570988247
"alp21",-1.18481613741492,-0.33594565175632,-1.70024335835367,0.723943998915364,1.56938769944776,-1.10187614954577
"alp22",-2.76341118565743,0.613026624757624,0.809771617589274,-0.993453730777426,0.206449211177593,-0.696347489665776
"alp23",-0.0214316540091692,-1.33924521171341,0.881218710262748,-0.0415543091345036,0.279357375231408,1.37546278916878
"alp24",-0.397259989899696,0.0575145648997876,-0.267283905751888,-0.333822913229891,1.43124464928248,1.22377465743507
"alp25",-0.605325772750248,-1.2547610195797,0.373869042394626,-0.321862807645184,0.133248658907921,-0.262247659747693
"alp26",-2.57313018701183,-0.644944409553284,-0.698595221198197,-0.390641747327807,0.316191025146424,0.630627491898765
"alp27",-0.92723087691683,1.47972574373111,-0.370737282894961,1.50742572923438,0.456289356661354,1.10041858068167
"alp28",0.968245800071877,-0.487602026828415,0.743792470913482,-0.290585732702532,-1.80746592849038,0.494457447223564
"alp29",-0.237312089793215,1.01399831829596,0.507711829862002,-0.276559368501598,-0.373225335766075,1.45100097451903
"alp30",0.581078754761109,-1.23090582506044,-0.908599058264737,0.60430662536289,-0.344008136406437,0.871978551075238
"alp31",1.01023137558744,-0.599727730504462,-0.307748995865877,-0.237380519059114,1.8327366595312,-0.08162971899306
"alp32",-0.950113349241332,0.090376213776399,-0.117622933845419,-0.397845921413977,-0.226381300597968,-1.14047035493319
"alp33",-0.582951740870772,0.135266326606991,0.413037601207335,-1.24706196707874,-0.306117733402079,1.58997812214897
"alp34",1.27677895939225,-0.43787593121214,0.408359946926643,-0.183835530056565,-1.22164909520358,-0.156185533053588
"alp35",-1.98762357816404,-0.922606749649981,-1.65209491664121,0.890680705628977,0.00730078136087861,0.573303958705051
"alp36",-0.250409618554444,-1.03373140087913,0.146557137880036,-1.69275850940316,-0.333470174110619,0.563078870680143
"alp37",-2.13181595936274,-0.850125185523402,-1.21350721331419,0.687744818199542,-1.15636447804697,-0.48067314581522
"alp38",-0.0523886142295772,-1.28660534203162,-1.11983587504357,0.74647205410564,-0.493194315278455,0.967907364829337
"alp39",-1.08445895698961,1.38956343986518,0.638967197262492,0.310175193991553,-0.850531375911794,1.19744627250832
"alp40",0.697009571442299,0.068496739190843,0.676263294613931,0.12696320318021,-1.36423251337962,0.0379058212170585
"alp41",1.35070123759628,1.53396479881231,0.144280073844509,-1.3520428784418,0.580625533538159,-0.911061352195315
"alp42",-2.35032275870985,-2.39451119204027,0.0814169292529986,-0.270513079250662,1.27619852114302,-1.15281683733107
"alp43",-1.57972455459359,-0.592743861283055,-1.16859419462018,2.04021403851377,-0.0815613316765609,-0.973404399342588
"alp44",0.80163951229853,-2.27800056384022,-0.763503673201316,0.463010199648901,1.20001944508264,0.657779192720672
"alp45",0.523500340704181,-1.28122792144047,1.61723236585803,-0.759756039961502,-1.32151369102777,0.0293725231841355
"alp46",-0.217826432241173,0.66300835274099,-1.53423601751328,-0.495901539140289,-0.820243626456387,0.42309903016199
"sub1",-2.35806182673258,1.79656521969765,-0.583762692790503,0.916763148081152,-0.720948477846187,0.845154892064409
"sub2",0.557068112313688,-0.570152576472782,-0.90545511119302,0.224206949653162,-1.67312867742856,-1.35802895813798
"sub3",-0.0202883782055,-0.00140363266368386,0.699928886520291,0.295619720977874,0.860627190311784,-1.93192510190599
"sub4",-0.19866790511667,-0.183661707009045,0.769229234783618,-1.4916505814595,0.530805687077099,-0.0814719025861551
"sub5",-0.417780778919217,-0.317284564990667,0.565553486735145,1.11923988777376,0.386235254272012,0.934418573537252
"sub6",0.990201910938509,1.86239469424678,1.26926146992201,0.310139108293996,0.128918116360549,-0.285213039213287
"sub7",-0.206454651827353,0.103861544928052,0.666325518009337,0.74680518455315,-0.203854309355232,0.309283120989641
"sub8",0.988101793195326,0.168222098607143,-0.915012153627805,-0.948093975436171,0.99364214483067,-0.478108321019199
"sub9",1.03576665031684,1.92478798478008,0.937140094628268,1.74041093552002,-0.839080796710785,-1.20953324658147
"sub10",-1.24528977042569,-0.450695947330403,2.48344403265057,-0.314071181742072,0.727565380251797,0.170922453211538
"sub11",-1.94745087655013,-1.28464679351578,2.49016672381437,-1.74966366228671,0.00257709366639602,0.102549182501584
"sub12",-1.0895304733754,0.0607615016236455,1.0246580851227,2.55258957892124,1.3462647802688,0.635358066636076
"sub13",1.02836004436918,-0.978377288104846,-0.490287244760058,-0.528032672322475,-0.350609992279468,1.07459395403217
"sub14",-3.21958377049779,0.988059994199283,0.219465268520786,0.0886971565932604,0.284625263598918,-0.736945292704352
"sub15",0.584052480904127,1.29995028848341,-1.17374431234497,0.327284658925483,-1.72004544461315,1.13861681985622
"sub16",-1.46649112147503,1.47048539499145,-1.25262117754784,1.41059272272067,0.537896327372246,-0.916426002838935
"sub17",0.160410536312753,0.868571685628006,-0.0874896836749527,1.3860031084178,0.191354843844731,0.81332551207497
"sub18",-1.554102169544,0.280838853706301,-0.0561438627253572,1.49317713001452,-0.598082272587267,-1.66343706226441
"sub19",-0.658914074392146,0.476088219929445,-0.816276704017271,-1.95625470536397,0.0975857433413774,0.609594957220672
"sub20",1.11798079632097,0.357985108036212,-0.521301207632651,-0.884185042439866,0.128814010327988,-0.228069583440022
"sub21",1.13768459990905,0.0977347290487265,0.695772741083479,-1.60004349008585,-0.724564965317322,-1.12582264945466
"sub22",0.10988005930913,-2.41259330602109,-1.62127011602439,0.40806560920187,-0.631926588242102,0.165793084689885
"sub23",1.87194020333317,-1.18402893627528,-0.318269675196572,0.544485173529784,1.85631477605747,0.51554314388316
"sub24",-0.343706004761025,-1.27046243955583,1.51698026139882,-0.658765841905927,-0.1704833106017,-0.632422586831584
"sub25",1.33000469155817,-1.30688175570637,1.01883361765244,-0.252278196273706,0.554908819323629,-0.970284992935386
"sub26",-1.19271216701553,-0.220324148695893,1.3123165258342,-0.0214373615303236,-0.207875625497093,-0.099475767594739
"sub27",0.761691853308157,-1.56544452696167,-0.00691128303168392,1.31465348410572,-0.326248856411886,0.0960699280978602
"sub28",-0.859422562719455,-0.256515596605851,2.13555172309238,0.422713630244477,-0.346058687335898,-0.128605325572842
"sub29",-0.190135216633632,0.594077165613294,-0.45933357792678,-1.02108522309908,-1.53113878542859,0.204952359128626
"sub30",0.709015068018048,-0.393450769777325,0.433808625062996,-0.63316957280932,0.563235541319911,1.2887192947906
"sub31",-0.00546764985198273,-1.5920173285739,-1.31704001731819,-0.171168340524614,-0.19037493177463,-0.375281862043311
"sub32",0.70427399522104,-0.840336305244502,-0.202074917730888,0.694234450140466,-2.16141951192135,-1.50210780893702
"sub33",2.65124894863762,0.894215763253495,0.103490244489929,1.45801397941456,0.972176535352633,-0.124497398741789
"sub34",-0.202052332308913,-0.855031803974322,-1.05740378877393,-1.6225515658523,0.93160604568723,-0.0660871594054144
"sub35",0.828634530671154,1.29920875606136,1.42661287998858,1.69763822029744,0.28730196601172,0.0447291622177675
"sub36",0.038476798678977,-0.0886897010567143,0.295706538158832,0.700073509548213,1.34810551508022,-0.232921223155896
"sub37",0.625454807822648,1.41778331971353,0.265253609154764,0.891164521430905,-0.686163944896636,1.20882678713223
"sub38",0.373930653265362,-0.312059544951622,-1.30351150485563,-1.33783646914225,1.37535984532883,0.921121056899364
"sub39",-2.93197168837311,0.255389273968588,0.130814575470107,-0.0297652006154205,-2.30791423114907,-0.0285406235383625
"sub40",0.360300536007595,2.42124891466313,-0.562995934001106,-1.5774692101756,1.60047762521817,-1.50523901069609
"sub41",-0.972057647504785,-0.745415790284029,0.104775853917417,-0.139892388126537,1.59246300167878,0.908324041477914
"sub42",-0.46673982183647,-0.323221943055524,-2.14427918863257,-0.0243408603943929,-0.593806836593575,-1.1380388191573
"sub43",0.673619352882557,-0.549785588105203,1.22555950811666,-0.776599456466085,-0.0427017998665276,-0.802139806402814
"sub44",-0.687486290942988,-0.884448993344214,0.442543407380046,-0.7068624124294,0.96928555419462,-0.456579887883905
"sub45",0.175309540398146,-1.65796691109391,0.88664034909431,1.53013909212224,-0.345964507496542,-0.975380920756695
"sub46",-0.207872476982152,0.112578911180816,-0.584438892619486,-0.265757239574696,0.466039440107896,-0.926774886817105
"val1",1.39608648069235,-1.36589217578099,-0.301579340885708,-0.219312773689751,-0.690587937030327,1.0491821313492
"val2",0.452143611333499,-0.231937812267835,-1.20828653605425,1.11417626001707,-0.47702077392427,-0.0621916360146417
"val3",-0.512713405129456,-0.80058138746674,1.39681645522455,0.10189348681915,-0.0548512213767226,0.205733890085409
"val4",0.528572673847133,2.0700387075762,1.21496519190738,-1.50170139489418,-0.257109205064367,0.496980792366941
"val5",-1.55619524007488,0.488770220363956,-0.772871618504019,-1.18794941957779,-1.42972191218081,-0.854475211459514
"val6",-0.0588578416548427,-0.313998545516344,0.111323635061808,0.162173122653076,0.721875758216426,-0.377301144837291
"val7",0.992640743949338,0.0199969511975735,0.888955965210385,-0.648952312924761,-2.48358429557606,0.373089890146653
"val8",1.14250266791764,0.14381429373771,0.691502712412996,0.408898258964427,0.930427403499902,0.078761693551487
"val9",-1.22005773331914,0.230432908844457,-1.40860864749757,2.13997354749082,-0.568078158552521,-0.0218637051869952
"val10",-0.251625287020396,1.86167597855298,-2.45560523455364,-0.834316859416665,1.13575303966338,0.0465004210024429
"val11",-0.221862081443026,0.18180816341309,1.32191203496718,1.12274943585419,1.57362183364686,-0.511301748917682
"val12",2.08306944669235,1.59539766207853,-0.816021596894877,-0.379357108421309,0.921724120277267,0.558347837045685
"val13",-0.860216169863884,0.263597469962937,1.99032977078083,0.205838928229769,0.598752392307446,-0.759153314680495
"val14",-0.264514880023262,0.435115355125255,-0.40952117263048,-1.0236386555925,0.096817289132804,1.16147150381972
"val15",1.60390641259369,0.566921513790242,0.0555599891158391,-0.706300783970911,1.14826697836134,0.862630636988496
"val16",0.157230637801921,-0.411077748694143,-0.729824714742959,1.20223637579131,-0.346004243981461,0.256844776928992
"val17",0.601178545780177,-1.39945473907011,0.176621691686192,0.683640261597239,1.17699727948142,0.545638438346673
"val18",-0.0504338005876641,0.918221237348631,-0.868019654142988,2.48033309566154,-1.18910979397721,-1.1059067946556
"val19",-0.79252350216941,-0.333932910863602,-1.24916125618411,0.5927164796271,0.0831122565492818,-0.29174482762248
"val20",0.819922356880998,-0.76306841058207,-1.42900326729465,0.892510437021298,-0.185511099685258,-0.233763897141875
"val21",1.67591027635572,-0.788093404616981,-0.218207019294864,-1.66730349888549,-0.0229684577258247,-0.598091398416495
"val22",2.54993382979195,-1.65756140517888,-0.649795385812799,-0.18921113275636,-0.539715530106309,-0.584767887614655
"val23",2.54215017987388,1.63862585699793,0.749503687368252,-0.188960944794416,-0.190064758920075,-0.097109905999445
"val24",-0.63163035817634,0.345803076810333,1.45611023861476,1.25934521030385,-0.923424140630792,1.11878909257402
"val25",1.17476402734899,-0.261830060437552,1.08691436953551,-0.327905456766215,0.0985551152059721,-1.25451529469876
"val26",0.108471697658906,-0.0587092458781777,0.399813262318485,0.395024186083706,0.497523462503041,-0.419322781006843
"val27",0.992776364569594,0.612375927291494,-0.87846169063204,-0.514846408838929,0.36292037121154,0.957030608090988
"val28",0.202479081708778,1.56757943616837,-0.426667455180823,0.822566482328923,-0.712137251801014,-0.309776951892279
"val29",-0.665630015059067,1.24044485889062,-0.249709692087815,-0.61853623274225,0.808294347833347,0.84125859149425
"val30",-0.0777851846992724,0.178235822316169,0.110833606988339,0.1880468968895,-0.195808399341178,0.838782088208486
"val31",0.119763677777634,1.40340756557061,-0.86784557488123,0.841507403271356,1.52477910171457,-0.378894128704693
"val32",1.42504890932728,1.25827483400092,0.0326122171782329,0.0204955854467176,0.466184625934735,-1.39312366534146
"val33",-0.720374680214981,0.603328656420023,-0.816885777169569,0.478471455954119,-1.18980190400038,-0.125926552018985
"val34",1.68200254007957,-0.200053794724993,1.55775268634592,1.45662351697656,-0.14623315070514,0.350153979160935
"val35",0.221166913554495,1.20875289398,-0.0315317507877797,-0.066868008990237,-1.87609991880798,-0.0387611796052766
"val36",0.855682574395208,0.406328070207992,-0.466175723962196,-0.585017120619672,-0.424096501749933,0.234148166032417
"val37",-1.48489403507147,1.75088829860092,-2.32010238480873,-1.0424097764345,1.36446004121245,1.05168478737127
"val38",1.44632689707907,-0.102302888519314,-0.487630122762604,1.27806384176413,-1.10813732109377,1.57255243789475
"val39",-0.196450043167827,-0.456056410097717,0.844985467808694,0.87231739131447,0.220706903739208,1.00099275413673
"val40",-1.88304485902358,1.07570135951673,1.39446127024784,-0.874508144816163,0.00318852609682141,-0.181279116128418
"val41",0.31086033518646,1.03437516951212,-0.285975591517547,0.826817039442936,0.703271496490244,-0.0215883073432916
"val42",-0.423743673209029,0.58549869657156,0.213227757553338,0.846383843208478,1.33813380520174,1.14717883405424
"val43",0.0190763980137931,0.276383092936041,1.63822004825954,-0.942360718482169,-0.201047831491775,0.280809779428971
"val44",-0.230157500204276,-0.486604871220175,0.239994262943783,-0.541435723727639,0.13271106499366,0.726899907531629
"val45",-1.00062186215338,-0.234888142062962,1.4565835331129,-0.506070683519613,1.99104521544222,-0.452176309634729
"val46",-0.106715638648979,0.837274670005556,0.322553795262851,-0.256405353581189,-0.49477510280251,-0.148248867851125
