"","PC1","PC2","PC3","PC4","PC5","PC6"
"alp1",-1.47020416336044,1.75072371394708,-0.122243003672378,-0.150515388957342,0.0239942565874953,-0.0400195221159726
"alp2",-1.48726483298203,1.93600293464785,-0.12062960323446,-0.0598569099120691,0.0501704560734533,0.133892290864376
"alp3",-1.45138755996581,1.9271700710118,-0.338102710884727,0.069373195048787,0.0445208698570408,0.0911633995461001
"alp4",-1.34623347858483,1.93004060532263,0.0545794863178109,-0.277426931221936,-0.12623862684518,-0.103876516029611
"alp5",-1.57183066510177,2.08685325083955,-0.199435372848286,-0.0976302200717046,-0.0613039903206747,-0.00589597179901341
"alp6",-1.64223367201325,1.73071485712204,-0.16396332868969,0.202218226323414,-0.103661579870786,0.0601355340008911
"alp7",-1.2935772416661,1.9309491059791,0.12212725132014,0.0178964907735489,0.024784033378312,0.15980634739603
"alp8",-1.37755331215675,1.71308535822795,0.00145252782420063,0.153598337580483,0.0231848631193062,0.059453372106412
"alp9",-1.48166012846856,1.84741919462836,-0.209560081714695,-0.133704051083914,-0.13104433209595,0.0777131338141093
"alp10",-1.34979562154869,1.82045391960114,0.126853952242245,-0.0499170497705106,0.134298501541901,0.134584201285274
"alp11",-1.49344152481137,1.92335625078062,0.306719863640946,0.34316416368719,-0.0277660985760151,-0.158146973847052
"alp12",-1.37725314577558,1.87071936904791,-0.00463439286780754,-0.0737408385229444,-0.118447823516067,0.101720074487844
"alp13",-1.42407824825945,1.67333590448426,-0.0839737914727219,0.021352017722357,0.162287537279311,-0.0380939391696921
"alp14",-1.53602440822858,2.20038280182236,0.139516331782366,0.0669747673035215,0.0747581188425805,-0.211929572399591
"alp15",-1.31608541371675,2.06179317247738,-0.146388065379917,0.136616106253165,0.0314515668530881,0.121244064423212
"alp16",-1.27878578767518,1.93611138422047,-0.0554670254624711,0.00817975434438362,0.0347564150141456,0.16305073710456
"alp17",-1.42478434163086,1.8277624679959,-0.0125081466965326,0.121194619076284,-0.163957768125725,0.0655188221189503
"alp18",-1.47510179622245,1.98175803456992,0.198923824395588,-0.0941679099483861,-0.0602672972468238,0.104846074973303
"alp19",-1.55926586036641,2.14293247131729,-0.0148647969293057,-0.215315515087109,-0.310104162764343,0.000274092187978137
"alp20",-1.50292196862558,2.1847498940295,-0.258929583162662,0.374720515563084,-0.127585885449826,0.0490053133850809
"alp21",-1.20362611793111,2.03016104634061,-0.00432594012439033,-0.0477416283463256,0.292824150719189,0.136518713457794
"alp22",-1.38246142835573,2.27933102621028,0.0651847063486401,-0.235219086574908,-0.0764201341694065,0.0501966579958557
"alp23",-1.59065096859987,1.92758428100747,0.195143742765632,0.104915598032872,0.0207154740985797,-0.078269274557496
"alp24",-1.59945330246122,2.00426753519879,0.0220932634143359,-0.0224445183985876,0.190032608062442,0.0140846300360455
"alp25",-1.40303257218596,1.97368496837511,0.158741849643474,0.0139549232867235,-0.0240488331593276,0.0509053818341281
"alp26",-1.36904306397545,2.05485440349303,0.167071503903068,-0.238511991436191,0.12309674820984,-0.0674446380123643
"alp27",-1.4377911650542,2.1206690400177,-0.161382824749966,0.0308472823726785,0.211280381670042,-0.205100156488011
"alp28",-1.50569214372111,1.82084321831732,-0.0255401235840955,0.10467916964076,-0.225480880566133,-0.127254054231598
"alp29",-1.61897427398378,2.01990312929185,-0.101396400434282,-0.0215411081987293,-0.0261372421757803,-0.154715596399105
"alp30",-1.41710205660129,1.7561061357983,0.0454535698867382,0.0960871400344035,0.0999380558432678,-0.105483623948611
"alp31",-1.53286981148,1.91772242006722,0.00495513656549706,0.138442583564221,0.170978465113103,0.196778414962198
"alp32",-1.30716213405089,2.05135459621824,-0.0304896883120119,-0.0787030110193898,-0.0566684770086802,0.0763668445780754
"alp33",-1.65513549948176,1.96279428333035,0.0295363081401467,-0.118541190976737,-0.0569882751651094,-0.0946940163228473
"alp34",-1.45916203803472,1.82471134274166,-0.0642464132849851,0.138346911399578,-0.168623264033356,-0.0265295237745258
"alp35",-1.239010524962,1.93920742734059,0.11143718127685,-0.136036241002094,0.225567944089964,-0.148292749916797
"alp36",-1.56062125858358,1.8675190356531,0.121616622409354,-0.107915217553964,-0.10519339106105,0.0451619359448348
"alp37",-1.12898109352455,1.96072560332236,0.0838953174989347,-0.156103581542213,0.0380665443559465,-0.13965719470723
"alp38",-1.37039267182987,1.77688903831194,0.0743686080748706,0.0394168391981673,0.121339602378467,-0.150988745885371
"alp39",-1.51744115397175,2.11328732611993,-0.115776434727337,-0.0521061961792472,-0.0448914429898932,-0.237712061883671
"alp40",-1.4517456391312,1.91247696327379,-0.0840320362043549,0.114844778649346,-0.169362229352071,-0.098207220956943
"alp41",-1.57420728830354,1.99802962339709,-0.284592906888849,0.0335108391545503,-0.0803976028854859,0.226698758215397
"alp42",-1.23924444079864,2.09165922435089,0.379724412898051,-0.0873874953412763,0.100387613480383,0.174771619323829
"alp43",-1.06970430187316,2.0329096078449,0.0280534110716072,0.0294837544026679,0.186520475528227,-0.0951166450505602
"alp44",-1.45604080097971,1.76187694557593,0.194368429785996,0.169679310024828,0.217090482099253,0.057954682739553
"alp45",-1.51653667718905,1.89718383849562,0.134117677405966,0.110646125156673,-0.278008674030478,-0.0245706622829235
"alp46",-1.40983431712824,1.84944151653943,-0.176977346870955,-0.147959608707379,0.0281232538304092,-0.0767648031305298
"sub1",2.50053263779967,0.430886482470216,-0.13184466673235,-0.229145700910099,0.0890790183646504,-0.284802044940562
"sub2",2.63939571432474,0.0565821184212049,-0.0775636325282194,-0.00599420509827714,-0.130818113604391,-0.00933020379033517
"sub3",2.53035329876108,0.389001683773938,-0.00587687146953328,0.0916102934469943,-0.0182188580129917,0.196730398363124
"sub4",2.26517585056649,0.286444682473157,0.0736406412036234,-0.0916392028883972,-0.0863831012987109,0.132066365915538
"sub5",2.37142873614571,0.299637194932701,0.0913970701006293,0.0879168198158177,0.103310098272694,-0.141975715801006
"sub6",2.28630107376209,0.387200764350912,-0.238812687935276,0.137737008496233,-0.0843797184595502,0.00442649571212511
"sub7",2.40167427615169,0.300455795433441,0.0113250357295405,0.0644255522848707,-0.00641927696023317,-0.108768865783145
"sub8",2.34327282477167,0.139054878527505,-0.105639993886792,-0.0367294520979969,0.0762851334425978,0.197428907032539
"sub9",2.51468547739469,0.377363914775428,-0.313369165962133,0.23000209034389,-0.103635606801772,-0.0842997753472896
"sub10",2.27776436631344,0.503401278881948,0.234680321566001,0.0258676574498394,-0.0987523868976508,0.0167657406405451
"sub11",2.27002104780896,0.442404370877692,0.365816919111433,-0.150558699152509,-0.239960276450398,0.0546353911448149
"sub12",2.45326789987086,0.490912604195575,0.104461837235775,0.19378623914447,0.239670941596172,-0.165236211081747
"sub13",2.28458945888784,-0.000153684981021196,0.0488053752988355,0.00760496601612248,0.00226109453202522,-0.0470072286496306
"sub14",2.57181167865806,0.581124946505131,0.0387041757625816,-0.270070574308293,0.0350675733273506,-0.0365485338705765
"sub15",2.38367084908753,0.0725962636360834,-0.263404275764072,-0.0777768750342248,-0.024466461731554,-0.253615652214401
"sub16",2.64923795570516,0.416881431898729,-0.182688170897534,-0.098994715265926,0.207307277632362,-0.0431653623464242
"sub17",2.38473737468675,0.28013865815477,-0.117539791501516,0.0923192962168023,0.132084419918709,-0.161919111815363
"sub18",2.73941849591387,0.413392026283741,-0.024931193685524,-0.020976162398596,-0.00235100992750503,-0.0607304560974217
"sub19",2.27251573239456,0.190250799909204,-0.0397709790103652,-0.292086346009112,-0.0108204534675109,0.0542323518682941
"sub20",2.32660194198723,0.124685438281367,-0.131836753517882,-0.0229040614141777,-0.0219240744967167,0.107258829216679
"sub21",2.33839638644922,0.17080753534398,-0.0813512584801643,-0.0149186316277488,-0.260956657223296,0.167329068497482
"sub22",2.57499697310689,-0.0690803580571379,0.188625722276368,-0.0216880558085794,0.0924208778338342,-0.0579781947222058
"sub23",2.28087923119211,0.0800474507077303,0.0629449136424497,0.236801739592728,0.225970647562227,0.121022933401356
"sub24",2.39269353510412,0.290317003672963,0.210671215892271,0.0239745053923746,-0.173162681526187,0.0788842842171571
"sub25",2.37401907351951,0.180012929308961,0.110545425934554,0.190640269268319,-0.0818188855353589,0.184219123107581
"sub26",2.40871266450836,0.397078648305675,0.126786397259757,-0.0351900098840997,-0.0971036125207941,-0.048890951875797
"sub27",2.49610571807879,0.0913193785184704,0.119937426592067,0.191611562479133,0.0448334560728654,-0.0862337558812574
